NAME                                   READY   STATUS                       RESTARTS   AGE     IP             NODE     NOMINATED NODE   READINESS GATES
job.batch/theta-dns-health-29367665   Running   0/1           2d1h       2d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0347bc0b-e9ac-4ddf-8e2f-3215b158abe0
job.batch/theta-dns-health-29367670   Running   0/1           2d1h       2d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=6cf52044-a7af-4435-a3fb-2b1ff4b1a767
job.batch/theta-dns-health-29367675   Running   0/1           2d1h       2d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f2f9ee8f-881d-44b3-96a1-9071972ad337
job.batch/theta-dns-health-29367680   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=95111308-f57d-4f42-9eca-00e0d7bc3ee0
job.batch/theta-dns-health-29367685   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2b3f1498-03db-4f1e-a847-b2ffda5f962c
job.batch/theta-dns-health-29367690   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9d83935d-2d9d-4de7-aa1c-eae6697fe2c1
job.batch/theta-dns-health-29367695   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=698278ee-8b28-4b15-a13b-29d707b0b3aa
job.batch/theta-dns-health-29367700   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ab09ef87-9400-4ccb-8125-28ecbb9a9d54
job.batch/theta-dns-health-29367705   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f729f08f-beeb-40b2-886f-e3819b56d4b2
job.batch/theta-dns-health-29367710   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=62044e45-ad09-4a5e-8ef1-cd8f8028f405
job.batch/theta-dns-health-29367715   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e8f4a4bb-d56f-44cc-9a38-288831701a8a
job.batch/theta-dns-health-29367720   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9c7c48c6-0ead-4d92-a783-defed2aad4cf
job.batch/theta-dns-health-29367725   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=07ff3405-fb5a-41d6-baaf-cf3801781337
job.batch/theta-dns-health-29367730   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c3c88c6d-8dc5-4f5e-a087-5f4f0ad790fb
job.batch/theta-dns-health-29367735   Running   0/1           2d         2d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=01e54dc6-abaf-4b91-8738-5f9841e8aa28
job.batch/theta-dns-health-29367740   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c2350cc3-5311-421f-9ef6-b7750c15d6db
job.batch/theta-dns-health-29367745   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f27540e7-185f-48a5-b547-e95b5f442730
job.batch/theta-dns-health-29367750   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f1b05197-0d67-4046-89e3-f26b34c41d62
job.batch/theta-dns-health-29367755   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ef9a131f-56e5-422d-9c8c-03db85f25a09
job.batch/theta-dns-health-29367760   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=7c3f5584-a16b-419d-a805-ca4602cfb5ba
job.batch/theta-dns-health-29367765   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=59d8fa75-22b3-421f-9348-3132bcd120bb
job.batch/theta-dns-health-29367770   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f20a2b14-f65b-4c39-98c6-a0cb16a88911
job.batch/theta-dns-health-29367775   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d724f020-e87f-4fbb-8eaf-4ae56ea35cbf
job.batch/theta-dns-health-29367780   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=506f70ea-d050-47b4-a9b1-62ff5077084a
job.batch/theta-dns-health-29367785   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=544ae839-c8a6-4ec0-9775-ca1d15d2b2ab
job.batch/theta-dns-health-29367790   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f0b212d7-c3a8-458e-af1b-33a1162d5e74
job.batch/theta-dns-health-29367795   Running   0/1           47h        47h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4f6ea033-2551-4bc3-9859-ac08f7292754
job.batch/theta-dns-health-29367800   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e55ac889-6896-444f-a443-d97bce6db6c6
job.batch/theta-dns-health-29367805   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=71b83fc1-64d9-4993-b837-b9fec44a1d11
job.batch/theta-dns-health-29367810   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8988b55b-6d9f-4ce2-9a2f-b9a567b690e2
job.batch/theta-dns-health-29367815   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=afa9862a-de4f-4c0e-9eba-405fa378b5b9
job.batch/theta-dns-health-29367820   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b269371c-7f6f-40dd-871c-b2d5251ccb7d
job.batch/theta-dns-health-29367825   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a32f1316-941a-4c19-9134-42007fcbfed5
job.batch/theta-dns-health-29367830   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d5217a29-4741-4665-a173-9e01c9fa3fac
job.batch/theta-dns-health-29367835   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=80cd467e-983f-4aca-a222-06a55afe2a47
job.batch/theta-dns-health-29367840   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=05ac08f1-db0a-4ab5-be1b-412c295ccd88
job.batch/theta-dns-health-29367845   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c5ccd017-9751-4578-b7a3-c758037c7d8c
job.batch/theta-dns-health-29367850   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e8e0f50b-8686-442c-a5dc-3727de73ff4f
job.batch/theta-dns-health-29367855   Running   0/1           46h        46h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0065c8bf-a1ae-417a-b52c-2374b3c05edc
job.batch/theta-dns-health-29367860   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9e186ad7-e495-4a52-b017-425a060972f8
job.batch/theta-dns-health-29367865   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=afb66752-ac88-4e90-9d92-d6c181da6d68
job.batch/theta-dns-health-29367870   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=694cdb84-742f-46ba-8a4d-d372c26b4a2b
job.batch/theta-dns-health-29367875   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ec3e797d-ebe3-4863-bfec-17f231bc6cf7
job.batch/theta-dns-health-29367880   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=658f9e89-6630-4996-a979-fa4f542e8a47
job.batch/theta-dns-health-29367885   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1fd19344-c906-45de-b4e2-206888fe6a0b
job.batch/theta-dns-health-29367890   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5d076cde-cbb0-4053-9c79-3c124e42c976
job.batch/theta-dns-health-29367895   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1a8ee068-e97a-45b7-832b-554d50d0193f
job.batch/theta-dns-health-29367900   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d6ddf784-a6b2-4983-9896-a2241d01734e
job.batch/theta-dns-health-29367905   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=aa3bceda-1421-4caf-ae8e-aa5b31972b22
job.batch/theta-dns-health-29367910   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=fab65afb-6110-4069-814e-aebd1656e416
job.batch/theta-dns-health-29367915   Running   0/1           45h        45h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=187b5866-ad37-468b-9814-f793762c98b2
job.batch/theta-dns-health-29367920   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=949ae22c-65fc-43f0-8fba-95b477b21e5e
job.batch/theta-dns-health-29367925   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=edc9fde5-285a-4fd4-955d-db28d4bec716
job.batch/theta-dns-health-29367930   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=79e99bcb-cf57-469d-937e-75fd4cfa9617
job.batch/theta-dns-health-29367935   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b55be64b-de53-4728-855a-e9d9a3ab2cd8
job.batch/theta-dns-health-29367940   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=76346f8e-b13c-4d8b-9f93-50629f9bc561
job.batch/theta-dns-health-29367945   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2d34bf83-7b4a-4cb7-93d4-deb60da11bce
job.batch/theta-dns-health-29367950   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=010c32cf-a25b-4780-bf67-a23a8774f924
job.batch/theta-dns-health-29367955   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8fb79539-b33e-488d-b868-975075152e14
job.batch/theta-dns-health-29367960   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f0918ab5-08b6-4db5-bdda-29813f50b6e3
job.batch/theta-dns-health-29367965   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f5b2951e-1c37-465b-bede-b1bd5973013b
job.batch/theta-dns-health-29367970   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=bfe80864-1d4c-43bd-9a1a-165d5c5de26d
job.batch/theta-dns-health-29367975   Running   0/1           44h        44h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=637ddd96-edb3-482b-a18b-4424dd249ddb
job.batch/theta-dns-health-29367980   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2ed4286f-4c8f-41f0-b256-50912218f7b9
job.batch/theta-dns-health-29367985   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=bbb726c3-211e-4892-b008-a9226a63c50a
job.batch/theta-dns-health-29367990   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=6b5ff782-e565-432f-ba61-414b83ff2da8
job.batch/theta-dns-health-29367995   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c35d9b0f-2b09-4768-a3b3-fd13f58c6864
job.batch/theta-dns-health-29368000   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5516b228-b15b-455a-b4dd-1ca3322426ab
job.batch/theta-dns-health-29368005   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=7346d390-f42f-4baf-99ef-60f1b64a4f05
job.batch/theta-dns-health-29368010   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=aef66658-6241-4f72-9662-dcb17a90da3a
job.batch/theta-dns-health-29368015   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3d168522-7f0b-4a7f-bbbc-d9bd3fce0f48
job.batch/theta-dns-health-29368020   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a0916468-b996-4fae-bf1a-32d1cd9664c9
job.batch/theta-dns-health-29368025   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=daa73841-c725-494d-a3c0-ad0d6a7c4e3e
job.batch/theta-dns-health-29368030   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=76872a03-d78a-4827-9dfa-4859a26de8a1
job.batch/theta-dns-health-29368035   Running   0/1           43h        43h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=15ab739d-4410-4514-ad2b-f1f7826d1aba
job.batch/theta-dns-health-29368040   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=992da2a3-eb17-4171-a910-ae2d967379ed
job.batch/theta-dns-health-29368045   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3f2fdf2e-b739-4e4a-bd0d-505214e43f25
job.batch/theta-dns-health-29368050   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a1ac0d43-04f6-4113-92a8-28f056d4ba3d
job.batch/theta-dns-health-29368055   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f353fcb9-2188-4ce8-999b-cc25e79e24a4
job.batch/theta-dns-health-29368060   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=bac94a4c-f571-4dd5-9fd6-2e39aaa1773e
job.batch/theta-dns-health-29368065   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=bee945ac-22a5-4a96-ac69-2b8e83024cce
job.batch/theta-dns-health-29368070   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1f90b4e7-8bac-46a5-a4ea-3fe805d89161
job.batch/theta-dns-health-29368075   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5aca8d15-d928-49b1-a9f3-1195b7aa0349
job.batch/theta-dns-health-29368080   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f09be507-6f1e-4323-afb5-28b0c3502f17
job.batch/theta-dns-health-29368085   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1832b5c7-4e4e-4d0b-a2ea-a9ca02eda55e
job.batch/theta-dns-health-29368090   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=bf07de3f-cccf-49d8-89f3-6a40dd0f0370
job.batch/theta-dns-health-29368095   Running   0/1           42h        42h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=fbd04bd4-3c25-43fb-a488-6e261027b60f
job.batch/theta-dns-health-29368100   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=52ef6419-17d4-4ff3-9625-b167581cbdbe
job.batch/theta-dns-health-29368105   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e18015d5-2ec3-4570-802e-e1175312939f
job.batch/theta-dns-health-29368110   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=078711fb-e739-4780-8706-61a85f1e279d
job.batch/theta-dns-health-29368115   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=dbee3a4d-ff48-4a10-855f-e7a53853855e
job.batch/theta-dns-health-29368120   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=63c9173f-4ba1-4f8e-bf6c-25c2fa586e17
job.batch/theta-dns-health-29368125   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4442e4dc-5d5b-4439-ae5d-c16f64413d74
job.batch/theta-dns-health-29368130   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=69a61c36-84f4-4f05-b7da-d802522e0035
job.batch/theta-dns-health-29368135   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ddc848d2-8b38-45c6-acf8-ca18bea40b68
job.batch/theta-dns-health-29368140   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=cf5c6573-6498-46e2-9d36-c7b702b27aa9
job.batch/theta-dns-health-29368145   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e71ade34-576a-41e8-a81c-1e9ce3ee4fe9
job.batch/theta-dns-health-29368150   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=bf8051ed-b406-4353-9834-12e3f6c7ad9a
job.batch/theta-dns-health-29368155   Running   0/1           41h        41h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=36264693-e077-44be-8c24-587a4e72e4e4
job.batch/theta-dns-health-29368160   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a691c8f0-816c-45b2-b151-2a6d277fe55d
job.batch/theta-dns-health-29368165   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=042dc726-3096-4cbc-8ed9-262447657500
job.batch/theta-dns-health-29368170   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ec00e087-f117-4542-87e9-8b80050ef323
job.batch/theta-dns-health-29368175   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b84ae747-6467-47e6-abb3-34e0cbcb1f30
job.batch/theta-dns-health-29368180   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=40bf46ba-814d-442d-aa8a-b183e87bacc0
job.batch/theta-dns-health-29368185   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=87b0ae5b-9d61-4371-89ec-6edd38c4d8f3
job.batch/theta-dns-health-29368190   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=16cb3ace-f96e-4fb3-b821-45491a4a83a3
job.batch/theta-dns-health-29368195   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=05a29161-1db3-474e-a6ad-e1efd343d226
job.batch/theta-dns-health-29368200   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4ab11ac9-6a3a-4f4d-a006-180ab6a23305
job.batch/theta-dns-health-29368205   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e1dad49a-d8ef-4a31-a024-0d8a3b55b2c7
job.batch/theta-dns-health-29368210   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=14d19c3c-1c09-467d-8e2f-07657e5769c1
job.batch/theta-dns-health-29368215   Running   0/1           40h        40h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=28c414a9-536f-4acd-816f-34354e2ad183
job.batch/theta-dns-health-29368220   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=443a8e90-4572-420d-8972-703a2b3ac229
job.batch/theta-dns-health-29368225   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=411f8002-0937-49d1-9102-7e60e27a9586
job.batch/theta-dns-health-29368230   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5ee76e67-8b41-479c-bf00-90bb9fc13c37
job.batch/theta-dns-health-29368235   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9b88fdca-453f-483f-b9a6-b4144926eb10
job.batch/theta-dns-health-29368240   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=6eca2494-74eb-41f9-a7f7-1f8c9d1fc8c6
job.batch/theta-dns-health-29368245   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8acfebe6-2ec2-406a-b38e-ca7b91c063fd
job.batch/theta-dns-health-29368250   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3e72face-46d9-4aae-a0e8-dacc44bb1a46
job.batch/theta-dns-health-29368255   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=15cd40c8-056b-4396-af16-fab03b2b82bc
job.batch/theta-dns-health-29368260   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=671fff86-6bd3-4641-a13b-1cf7042dc9e1
job.batch/theta-dns-health-29368265   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8e72f10c-fbd7-44bb-bb67-9c44b22cae2d
job.batch/theta-dns-health-29368270   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1f64db53-c095-4b73-9a72-a1952dce43d4
job.batch/theta-dns-health-29368275   Running   0/1           39h        39h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=308e361c-59e0-49ef-b77f-983c59b9f405
job.batch/theta-dns-health-29368280   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=97a515b7-58c9-446d-8304-e63ae9a719cf
job.batch/theta-dns-health-29368285   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0b90ca68-a108-4e4c-809e-3a1889f648e3
job.batch/theta-dns-health-29368290   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=dbdf5beb-d285-4b5f-9097-cd8049e721d5
job.batch/theta-dns-health-29368295   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=916f9bf0-26f4-44e2-b797-74b323123fd2
job.batch/theta-dns-health-29368300   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=bea3a1b9-3d82-49ed-909f-43a5dc6843b4
job.batch/theta-dns-health-29368305   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9bea2dcd-8f0a-43b5-96a9-4cb9cb2a6ff3
job.batch/theta-dns-health-29368310   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=23273e9e-fbe8-4be9-9553-10d57e911e6d
job.batch/theta-dns-health-29368315   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5722cf01-4f5a-4fb3-961d-78c15da020e9
job.batch/theta-dns-health-29368320   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1ab82844-a68d-4935-b8d4-8148b97e6eda
job.batch/theta-dns-health-29368325   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=30e91239-09aa-466f-9804-bb133795e843
job.batch/theta-dns-health-29368330   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=cf2c79fd-dee5-447b-a823-e0fc43438acb
job.batch/theta-dns-health-29368335   Running   0/1           38h        38h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=56410efe-7d86-4df1-99a0-4930b5e80f80
job.batch/theta-dns-health-29368340   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=6cf7f71e-04e6-48ef-970e-2a689e0ca7e1
job.batch/theta-dns-health-29368345   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5dc38b87-f088-4baa-8740-56e5f3a66eb8
job.batch/theta-dns-health-29368350   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4b625fcb-a989-492b-82aa-9873a46f3cd2
job.batch/theta-dns-health-29368355   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=dc7cfc80-0201-41a9-a2b6-fc8102df7e22
job.batch/theta-dns-health-29368360   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=30cd6c20-5088-4117-be99-4223fadad8eb
job.batch/theta-dns-health-29368365   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5d919fd7-005c-48ef-a194-0ff7e7f4e627
job.batch/theta-dns-health-29368370   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=23583df3-4388-404f-9027-899c82a6db76
job.batch/theta-dns-health-29368375   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0046b48c-5819-40b8-8b74-a2f12993f442
job.batch/theta-dns-health-29368380   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ef68d294-92b8-400a-bd7c-b2e7df3c0df2
job.batch/theta-dns-health-29368385   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=bb95fb68-e13a-44f5-a0d8-812c855feceb
job.batch/theta-dns-health-29368390   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d457f5b1-02f3-43d0-a18b-97351d0770e8
job.batch/theta-dns-health-29368395   Running   0/1           37h        37h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4182eb45-e69f-48c6-a5bc-d6e37432d10a
job.batch/theta-dns-health-29368400   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=afec7bdd-0a1b-4241-afa3-d87fe9992006
job.batch/theta-dns-health-29368405   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c6580499-5bb5-4422-b179-4bbb3cd91620
job.batch/theta-dns-health-29368410   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f2c53b02-fa52-4678-9b6e-eb819d283349
job.batch/theta-dns-health-29368415   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e29a35de-865d-4791-9cc0-8eb5e83c0365
job.batch/theta-dns-health-29368420   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1369ddc0-addd-48db-b019-92f55fcdee3d
job.batch/theta-dns-health-29368425   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f2efbedd-5831-4435-a287-bbc1b1d6f553
job.batch/theta-dns-health-29368430   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=7a9d03bf-ec19-4938-b6e9-47148b8b4817
