NAMESPACE            NAME                                                READY   STATUS                       RESTARTS           AGE     IP              NODE     NOMINATED NODE   READINESS GATES
arc-theta            theta-dns-health-29366405-k9q56                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366410-c8mqf                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366415-xvjwb                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366420-854lf                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366425-h7gw9                     0/1     CreateContainerConfigError   0                  4h21m   10.244.0.19     sage     <none>           <none>
arc-theta            theta-dns-health-29366430-nwk4v                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366435-np9sb                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366440-2f8fr                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366445-9s8d7                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366450-d5x98                     0/1     ContainerCreating            0                  4h20m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29366455-kwglf                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366460-kbl2k                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366465-x8pbg                     0/1     ContainerCreating            0                  4h19m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29366470-lx4r4                     0/1     CreateContainerConfigError   0                  4h21m   10.244.0.93     sage     <none>           <none>
arc-theta            theta-dns-health-29366475-6p4p7                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366480-lw9cf                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366485-jrx6r                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366490-r5d6v                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366495-ghfsf                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366500-v5c72                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366505-jkkm8                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366510-kxxvj                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366515-pn94p                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366520-xpbtl                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366525-6xqbm                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366530-tc6j7                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366535-vh2lz                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366540-rjvd5                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366545-sdghn                     0/1     CreateContainerConfigError   0                  4h21m   10.244.0.49     sage     <none>           <none>
arc-theta            theta-dns-health-29366550-mq547                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366555-4789s                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366560-fksz8                     0/1     Pending                      0                  4m23s   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366565-g7lzm                     0/1     Pending                      0                  4m28s   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366570-267lb                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366575-lt5hr                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366580-xxcms                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366585-slx7m                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366590-6m4qt                     0/1     Pending                      0                  4m23s   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366595-r9rzw                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366600-tzlrg                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366605-99qdx                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366610-hbk6t                     0/1     ContainerCreating            0                  4h21m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29366615-hcv8v                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366620-kpt7c                     0/1     Pending                      0                  4m31s   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366625-7njmp                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366630-tq4g2                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366635-lhzpv                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366640-f5nt9                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366645-z2h2d                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366650-mnfpn                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366655-vfbwb                     0/1     Pending                      0                  4m24s   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366660-b9z6b                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366665-v9wv2                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366670-72qnk                     0/1     Pending                      0                  4m38s   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366675-v8lwx                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366680-5ghjl                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366685-gwqj8                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366690-bgwxf                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366695-m9ws5                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366700-6srjj                     0/1     ContainerCreating            0                  4h20m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29366705-8bbjm                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366710-ght27                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366715-pn54c                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366720-85f8v                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366725-7kwvg                     0/1     ContainerCreating            0                  4h21m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29366730-cdpw9                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366735-r5s9t                     0/1     ContainerCreating            0                  4h21m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29366740-sz7km                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366745-gdbzg                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366750-nc8xr                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366755-x9fm2                     0/1     ContainerCreating            0                  4h21m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29366760-px2rz                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366765-tqp4b                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366770-rlhlr                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366775-xq29w                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366780-cq4xx                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366785-4mdjp                     0/1     ContainerCreating            0                  4h21m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29366790-498rm                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366795-gbbhw                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366800-b9blp                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366805-g964l                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366810-95pgj                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366815-4vv99                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366820-np8zn                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366825-b52rl                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366830-5vfbw                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366835-qmh2t                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366840-f2zml                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366845-lcgwl                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366850-cbzst                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366855-zxcsk                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366860-826tm                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366865-6f6s5                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366870-vzcj9                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366875-4z6bz                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366880-hz8sr                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366885-kl88w                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366890-tm2s6                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366895-lv8tb                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366900-m95gz                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366905-vpcs8                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366910-hs2lf                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366915-9vs9z                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366920-j4z5m                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366925-scrls                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366930-sk2vc                     0/1     ContainerCreating            0                  4h20m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29366935-jjc7t                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366940-bbwtq                     0/1     CreateContainerConfigError   0                  4h21m   10.244.0.187    sage     <none>           <none>
arc-theta            theta-dns-health-29366945-bvxg6                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366950-744jw                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366955-8bql2                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366960-4qxq9                     0/1     ContainerCreating            0                  4h20m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29366965-sxhdn                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366970-btkh4                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366975-2cklf                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366980-pqxwm                     0/1     ContainerCreating            0                  4h21m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29366985-w6bft                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366990-nv572                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29366995-cz9w2                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367000-brh7m                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367005-bqwcq                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367010-rwrpt                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367015-wvz2x                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367020-2njb4                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367025-wjxjq                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367030-v7kz5                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367035-dhzc4                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367040-ldlw7                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367045-xbn48                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367050-vsc6w                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367055-kvbh5                     0/1     ContainerCreating            0                  4h21m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29367060-pkltc                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367065-bfshs                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367070-rbzss                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367075-rlmnr                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367080-4ltkf                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367085-ncvkn                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367090-gxwzk                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367095-nkqml                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367100-n9w49                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367105-gvp6k                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367110-k7rs5                     0/1     CreateContainerConfigError   0                  4h21m   10.244.0.135    sage     <none>           <none>
arc-theta            theta-dns-health-29367115-rvlzx                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367120-msvff                     0/1     CreateContainerConfigError   0                  4h20m   10.244.0.217    sage     <none>           <none>
arc-theta            theta-dns-health-29367125-cr5cm                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367130-m846w                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367135-khsqs                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367140-8fvw7                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367145-64z6h                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367150-nfz6m                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367155-6qrq6                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367160-xcknf                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367165-ncblm                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367170-smvwk                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367175-vvh67                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367180-nj84n                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367185-qnlzm                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367190-pgtjp                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367195-t9rgf                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367200-rflfb                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367205-z5vld                     0/1     CreateContainerConfigError   0                  4h21m   10.244.0.118    sage     <none>           <none>
arc-theta            theta-dns-health-29367210-22bdn                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367215-r8b8m                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367220-w97k6                     0/1     ContainerCreating            0                  4h21m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29367225-qkddl                     0/1     Pending                      0                  4m35s   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367230-8zpgl                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367235-cxqpn                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367240-4dtsz                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367245-bhwpv                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367250-txz8f                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367255-phh7m                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367260-7w2rd                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367265-zhmbt                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367270-cwnx5                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367275-kxg8r                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367280-fn48m                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367285-2kpdq                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367290-rqcqr                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367295-ks4xh                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367300-dqqcf                     0/1     CreateContainerConfigError   0                  4h20m   10.244.0.195    sage     <none>           <none>
arc-theta            theta-dns-health-29367305-kwnc9                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367310-btktl                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367315-jxb25                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367320-zmx79                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367325-qbddk                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367330-lzwxw                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367335-dhm9x                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367340-br9wp                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367345-bflzd                     0/1     CreateContainerConfigError   0                  4h21m   10.244.0.87     sage     <none>           <none>
arc-theta            theta-dns-health-29367350-85jkm                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367355-9lmmm                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367360-p8js9                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367365-6hddf                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367370-kk4sx                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367375-hhwfs                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367380-6f26v                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367385-mdbqq                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367390-g5ckb                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367395-k2s4q                     0/1     ContainerCreating            0                  4h21m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29367400-mhq46                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367405-8czws                     0/1     ContainerCreating            0                  4h21m   <none>          sage     <none>           <none>
arc-theta            theta-dns-health-29367410-wfrnm                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367415-j95rd                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367420-wpq5j                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367425-6v6bx                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367430-k7b4j                     0/1     Pending                      0                  4m18s   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367435-rfhjb                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367440-x6hvf                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367445-4gnsl                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367450-6dmsq                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367455-hcjjf                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367460-5dm7b                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367465-t4zvv                     0/1     Pending                      0                  4m15s   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367470-6pwxz                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367475-flbkp                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367480-9zprr                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367485-ktp5q                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367490-45cr6                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367495-lfhv8                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367500-89r9k                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367505-49q6j                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367510-wj75k                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367515-dq6gg                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367520-5vv96                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367525-lw8dw                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367530-mjbzw                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367535-cp7ls                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367540-fnp82                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367545-59x78                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367550-772kx                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367555-42kb2                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367560-2xflg                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367565-trw6p                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367570-55r5g                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367575-zkdqt                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367580-krp6z                     0/1     Pending                      0                  4h17m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367585-l7lrt                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367590-7g7zl                     0/1     Pending                      0                  4h18m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367595-wr6vs                     0/1     Pending                      0                  4h20m   <none>          <none>   <none>           <none>
arc-theta            theta-dns-health-29367600-m9vrt                     0/1     Pending                      0                  4h19m   <none>          <none>   <none>           <none>
